functional_url,bullet_points,ASIN,Manufacturer,Product_Description
https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B09TPX22NF/ref=sr_1_18?crid=2M096C61O4MLT&keywords=bags&qid=1690269899&sprefix=ba%2Caps%2C283&sr=8-18,"['Material: Water Resistant Light-Weight Polyester<br>', 'Compartments: 2 with padding; Laptop Size: 15.6 inch and below<br>', 'Dimensions: LxWxH - 12.5 x 7.5 x 19 inches<br>', 'Reflector Logo / Adjustable Padded Shoulder Straps / 2 Bottle holders<br>', 'Closure Type: Zipper<br>']",B09TPX22NF,ADISA,None
https://www.amazon.in/Lenovo-15-6-Inches-Everyday-Backpack/dp/B08R7RPVJF/ref=sr_1_19?crid=2M096C61O4MLT&keywords=bags&qid=1690269899&sprefix=ba%2Caps%2C283&sr=8-19,"['Slim, compact & sturdy: Minimal and compact design for professionals: Joint material design, durable, water-resistant polyester material. The padded shoulder straps, handle, and back panel provides protection and all-day comfort', 'Smooth zippers that never jam or break', 'Style meets Function: Minimal & compact design, stores and protects laptops up to 15.6-inches. Ideal for students and professionals looking for a stylish and compact backpack for daily use', ""Spacious storage with easy organization: Inside, you'll find a laptop sleeve, a tablet pocket, a roomy front workstation, and two side pockets for quick access to your other essentials""]",B08R7RPVJF,"‎Lenovo, #43/3, Maruthi Mandira, Arisina Kunta, Next to Holiday Plam Hotel, Nelamangala, Bangalore 562123, India",None
https://www.amazon.in/GEAR-Black-Blue-Backpack-years/dp/B019HA8AYG/ref=sr_1_20?crid=2M096C61O4MLT&keywords=bags&qid=1690269899&sprefix=ba%2Caps%2C283&sr=8-20,"['Outer Material: Polyester, Color: Black and Yellow.Ideal for 3-5 year old children.', 'Wear Resistant: Wear resistant, Stain resistant, Water Resistance: Water resistant; Dimensions: 49 cms x 33 cms x 10 cms (LxWxH)', 'Number of compartments: 1; Compatible Laptop Size : 15.4', 'Warranty Type: Manufacturer; 1 Year from the date of purchase', 'Pocket Description: Utility Pocket; Color Name: Black And Blue; Age Range Description: Adult; Closure Type: Zipper']",B019HA8AYG,No,None
https://www.amazon.in/WALKENT-Pockets-Waterproof-Backpack-Mystic/dp/B0C7KRXFG7/ref=sr_1_21_sspa?crid=2M096C61O4MLT&keywords=bags&qid=1690269899&sprefix=ba%2Caps%2C283&sr=8-21-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&psc=1,"['Care Instructions: Wipe with Damp Cloth', 'Made with high-quality waterproof and scratch-resistant cotton canvas material for durability', 'Features a spacious 32-liter capacity with a cushioned laptop compartment and organizer pockets for easy storage and organization', 'Equipped with front pockets and a side bottle pocket for added convenience on the go', 'Comes with cushioned shoulder straps for comfortable carrying, making it suitable for both men and women', 'Boasts a stylish and trendy design, making it the best premium option for office and college use']",B0C7KRXFG7,Walkent OEM,"TheWALKENT MYSTIC Laptop Bagis your perfect companion for all your daily adventures! This stylish and durable backpack is designed to keep up with your busy lifestyle, whether you're heading to the office or hitting the books at college.Here are the features that make the Mystic stand out:◾Made with waterproof and scratch-resistant cotton canvas material, so your belongings stay safe and dry no matter the weather◾ With a spacious 32-liter capacity, the Mystic can easily carry all your essentials and more, making it perfect for daily use or even short trips◾ Cushioned shoulder straps and a padded laptop compartment ensure that your back and devices stay comfortable and protected throughout the day◾ Multiple organizer pockets inside the bag keep your belongings neatly organized and easily accessible, so you never have to rummage through your bag to find what you need◾ The drawstring and flap closure add an extra layer of security and keep your items tightly securedWhether you're a man or woman, the Mystic's stylish and minimalist design makes it a versatile choice for any occasion. Don't settle for a basic backpack -choose the Walkent Mystic for a premium and stylish option that meets all your needs!"
https://www.amazon.in/WALKENT-Waterproof-Polyester-Material-Hazel/dp/B0C7KP5BT4/ref=sr_1_22_sspa?crid=2M096C61O4MLT&keywords=bags&qid=1690269899&sprefix=ba%2Caps%2C283&sr=8-22-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&psc=1,"['Care Instructions: Wipe with Damp Cloth', 'Waterproof and scratch-resistant Special & New Silk Polyester outer material that ensures your belongings stay safe and dry in all weather conditions', 'With a 20-liter capacity and weighing only 800 grams, the Hazel bag is perfect for everyday use at the office, college, or on the go', 'The cushioned shoulder straps and laptop compartment provide maximum comfort and protection for your device during transport', 'The side bottle pocket and organizer pockets inside the bag ensure that your essentials are always within reach and organized', 'With its stylish design and latest fashion appeal, the Hazel bag is the perfect blend of functionality and style for men and women alike']",B0C7KP5BT4,Walkent OEM,"Looking for a stylish and practical laptop bag? Look no further thanWALKENT'S HAZEL laptop bag! Our Hazel bag features a sleek and modern design, while still providing all the functionality you need to stay organized and comfortable throughout your day.Here are some of its key features:✅ Waterproof and scratch resistantSpecial New Silk Polyesterouter material that keeps your belongings safe from the elements✅ A spacious 20-liter capacity and lightweight 800-gram design make this bag perfect for daily use, whether you're commuting to work or heading to class✅ Side bottle pocket for easy access to your drink, as well as front pockets and organizer pockets inside the bag to keep all of your essentials at hand✅ Cushioned shoulder straps and laptop compartment keep you comfortable and your laptop protected✅ Trolley strap allows you to attach the Hazel to your luggage for easy transportationDon't settle for a boring, uninspired laptop bag. Upgrade to Walkent's Hazel bag and enjoy both style and functionality. It's the perfect choice for anyone looking for a premium quality laptop bag for office or college use, whether you're a man or a woman."
https://www.amazon.in/Number-Backpack-Compartment-Charging-Organizer/dp/B09VTDMRY7/ref=sr_1_1_sspa?crid=2M096C61O4MLT&keywords=bags&qid=1690269930&sprefix=ba%2Caps%2C283&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1,"['Care Instructions: Wipe with Damp Cloth', 'Number Lock: This Fur Jaden Anti Theft laptop backpack comes equipped with a Number Lock. This helps keep your laptop and other belongings safe when you need to leave your bag unattended in a public space. The number lock sequence can be changed and customised by your directly.<br>', 'USB Charging Port: Now charge your devices on the go with your new Fur Jaden backpack without the hassle of carrying a bulk power bank in your pocket/ hand at all times.<br>', 'Ergonomic Design: This backpack has been designed to ensure equal weight distribution on your shoulders along with padded shoulder straps and breathable air mesh on the back.<br>', 'Dimension: 42 CM (L) x 30 CM (W) x 18 CM (D). Storage Capacity: 25L. Weight: 600 Grams; Warranty: 1 Year Manufacturer Warranty against Manufacturing Defects<br>', 'Age Range Description: Adult; Closure Type: Zipper; Lining Description: Polyester<br>']",B09VTDMRY7,FUR JADEN,"Stay organized all day with a durable and lightweight backpack from Fur Jaden. This back pack is a stylish and functional accessory for men and women. Can add admiration to an appealing and daring personality with a remarkable aesthetics and functionality. This backpack features an anti-theft design. You can also charge your phone on the go and organize your stuff like pro. Fur Jaden functional back pack is apt to protect your gadgets and belongings from being stolen while you travel, thanks to its special anti-theft design. Now keep your belongings safe with style. The backpack features multiple compartments that you may use for your laptop and other essentials. A remarkable feature of this backpack allows you to charge your phone while you are on the move. With an attached charging dock in the back you may connect a portable power bank with ease. Weighing about 600grams, this backpack is lightweight. The backpack is able to house a laptop of up to 15.6 inches and has seven inner compartments to place your other essentials. Made from durable quality polymer this Fur Jaden back pack is sturdy and reliable. Flaunt this bag with style and low maintenance as this bag is washable. This backpack is also suitable for school or college. The straps are designed to distribute the weight equally on each shoulder preventing any sort of discomfort. Use this back pack for office, college/school or during travels."
https://www.amazon.in/FUR-JADEN-Backpack-Compartment-Organizer/dp/B0BYSZ3TKW/ref=sr_1_2_sspa?crid=2M096C61O4MLT&keywords=bags&qid=1690269930&sprefix=ba%2Caps%2C283&sr=8-2-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1,"['Care Instructions: Wipe with Damp Cloth', 'Number Lock: This Fur Jaden Anti Theft laptop backpack comes equipped with a Number Lock. This helps keep your laptop and other belongings safe when you need to leave your bag unattended in a public space. The number lock sequence can be changed and customised by your directly.', 'USB Charging Port: Now charge your devices on the go with your new Fur Jaden backpack without the hassle of carrying a bulk power bank in your pocket/ hand at all times.', 'Ergonomic Design: This backpack has been designed to ensure equal weight distribution on your shoulders along with padded shoulder straps and breathable air mesh on the back.', 'Dimension: 45 CM (L) x 30 CM (W) x 13 CM (D). Storage Capacity: 18L. Weight: 600 Grams.', 'Warranty: 1 Year Manufacturer Warranty against Manufacturing Defects']",B0BYSZ3TKW,FUR JADEN,"Stay organized all day with a durable and lightweight backpack from Fur Jaden. This back pack is a stylish and functional accessory for men and women. Can add admiration to an appealing and daring personality with a remarkable aesthetics and functionality. This backpack features an anti-theft design. You can also charge your phone on the go and organize your stuff like pro. Fur Jaden functional back pack is apt to protect your gadgets and belongings from being stolen while you travel, thanks to its special anti-theft design. Now keep your belongings safe with style. The backpack features multiple compartments that you may use for your laptop and other essentials. A remarkable feature of this backpack allows you to charge your phone while you are on the move. With an attached charging dock in the back you may connect a portable power bank with ease. Weighing about 600grams, this backpack is lightweight. The backpack is able to house a laptop of up to 15.6 inches and has seven inner compartments to place your other essentials. Made from durable quality polymer this Fur Jaden back pack is sturdy and reliable. Flaunt this bag with style and low maintenance as this bag is washable. This backpack is also suitable for school or college. The straps are designed to distribute the weight equally on each shoulder preventing any sort of discomfort. Use this back pack for office, college/school or during travels."
https://www.amazon.in/American-Tourister-AMT-SCH-02/dp/B07CJCGM1M/ref=sr_1_3?crid=2M096C61O4MLT&keywords=bags&qid=1690269930&sprefix=ba%2Caps%2C283&sr=8-3,"['Laptop Compatibility: No, Strap Type: Adjustable, Trolley Support: No. With Rain Cover : No', 'Outer Material: Polyester, Color: Black', 'Water Resistance: Water resistant , not Waterproof', 'Capacity: 32 liters; Dimensions: 31.5 x 22 x 49.5 Centimeters', 'Number of Wheels: 0, Number of compartments: 3', 'Warranty type: Manufacturer; 1 year International warranty valid for 1 year from the original date of', 'Mesh pockets on both sides to accommodate your sipper or bottle and umbrella', 'Mesh Padding on back & shoulder strap to provide comfort & better back support']",B07CJCGM1M,‎Samsonite,None
https://www.amazon.in/Skybags-Brat-Black-Casual-Backpack/dp/B08Z1HHHTD/ref=sr_1_4?crid=2M096C61O4MLT&keywords=bags&qid=1690269930&sprefix=ba%2Caps%2C283&sr=8-4,"['Care Instructions: Hand Wash Only', 'Combination of functional & safety features in stylish design, Soft mesh back with 8 mm foam padded 2 Main Compartment, 1 Slip In Pocket inside the bag, Printed Design, Mesh bottle holder on the side,', 'Water Resistance Level: Not Water Resistant', 'Size: 35 x 13 x 46 cms']",B08Z1HHHTD,VIP Industries Ltd,"Ideal for a college student who does not carry a lot of books or laptop to college. Very stylish, slim and feature loaded Backpack"
https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B084JGJ8PF/ref=sr_1_5?crid=2M096C61O4MLT&keywords=bags&qid=1690269930&sprefix=ba%2Caps%2C283&sr=8-5,"['30L Capacity: The Backpack has a padded laptop compartment that can fit 15.6 inch laptop. It can also accommodate essentials such as a Lunch box, Charger, Tablet, Books, Power Bank, Wallet, and Sunglass.', 'Multi-Level Organizer: The backpack has a front zipper pocket for the ID card, Sanitizer, House keys, Pen. First compartment with pockets for the earphones, pens, notebook, Fitness Band. Spacious second compartment for all your electronics.', 'Ergonomic Design: Thick cushioning around the shoulders and on the back panel makes the backpack super light and comfortable on the move. “S” Shaped shoulder strap distribute the weight of the backpack across your upper body.', 'Made In India: Wesley Business Casual Backpack is fully manufactured in India and pass through stringent quality tests and checks', '1 Year Warranty: The Wesley Business casual backpack comes with 1 year of warranty', 'Water Resistant Material: Advanced IPX4 coating on the material ensures resistance to water entering from any direction.']",B084JGJ8PF,"‎Wesley, Longani Trading Company, F-82, Sector-1, Bawana Industrial Area, Delhi-110039",None
https://www.amazon.in/Half-Moon-Backpack-Luggage-Compartment/dp/B09VCLZ3K4/ref=sr_1_6?crid=2M096C61O4MLT&keywords=bags&qid=1690269930&sprefix=ba%2Caps%2C283&sr=8-6,"['This lightweight and spacious laptop bag with 3 compartments contains a dedicated 360 degree protected laptop compartment (up to 17""), so you can you can transport your tech with peace of mind. A Spacious second compartment for essentials like books and files, and a third compartment for extra items. Also features padded shoulder straps and side pockets for water bottles.', ""Carry your books and belongings with ease with this comfortable and durable bagpack! Featuring wide, padded, and adjustable shoulder straps and a padded back, this backpack can handle even heavy loads. Made with strong yet lightweight polyester fabric and heavy-duty zippers, it's built to last. Plus, it comes with a rain cover, perfect for those rainy school or college days."", 'Make a statement on your next trip with our smart and stylish backpack! With a trendy and athletic design, this multipurpose backpack is the perfect combination of style and adventure. Your trips, travel experience cannot get completed without this amazing trekking backpack.', ""Experience enduring and long-lasting performance with our backpack! Made with highly durable material, this backpack is suitable for all weather conditions, including heavy rains and extreme heat. It not only keeps your belongings safe but also resists damage to itself. So, don't settle for anything less."", 'FEATURES: Rain Cover, upto 17 inch Laptop compartment, Internal Organiser(Small Pockets), Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Ergonomic Design, Reflector Logo, etc']",B09VCLZ3K4,Amazing Bags,"This backpack is lightweight water-resistant, capacity of approx 37 Ltr, has a soft and ventilated back panel, and is perfect for carrying all your necessities. Adjustable and breathable padded shoulder strap to meet different requirements for both men and women; made from highly rip and water-resistant polyester fabric, provide strengthen and long-lasting performance; roomy enough for your traveling requirements also having a Rain cover."
https://www.amazon.in/Half-Moon-Waterproof-Backpack-Students/dp/B085MHDJ93/ref=sr_1_7?crid=2M096C61O4MLT&keywords=bags&qid=1690269930&sprefix=ba%2Caps%2C283&sr=8-7,"['Care Instructions: Hand Wash Only', 'SPACIOUS AND LIGHTWEIGHT: Light weight & spacious laptop bag for men comes with 3 compartments. One is for carrying laptop inside (Upto 17""), with padding for safety, and space for laptop accessories like charger, etc. Second compartment of office bag for men is for books, files & all your day to day essentials. And third compartment of backpack for men is for your extra stuff. Laptop backpacks for men has provision for holding bottles on both sides & has padded shoulder straps for your comfort', 'COMFORT WITH QUALITY: This backpack for men has Wide, Padded & Adjustable shoulder straps & Padded Back for comfort in carrying heavy items. The laptop bag for men is stitched properly & Bartacks on every pressure point for extra durability. The office bag for men are made with strong yet light weight polyester fabric with heavy zippers. College Bags for men also comes with a Rain cover so that you can travel during rainy season without any problem. This laptop bag can be used by everyone.', 'SMART & TRENDY LOOKS: This Large backpack for men is smart, trendy and stylish in looks. The multipurpose college bags for men looks smart, athletic and venturesome and the blend of grey and red makes it appear exquisite. Your hiking trips, mountaineering experience cannot get completed without this amazing trekking backpack. PREMIUM FABRIC : Premium Polyester, Stylish and durable backpack for school /college and travel. Easily accommodate a laptop. Size: 45 cm X 31 cm X 22 cm', 'ENDURING & LONG LASTING LAPTOP BACKPACK: This trekking backpack for men/laptop bag for men is made up of highly durable material, which makes it suitable for all weather conditions including rains & extreme scorching heat. It will not only keep the inside stuff safe but will also resist damage to itself. We have designed the bag keeping your comfort in mind. Shoulder has high density padding, with 3D ventilated air foam padding to prevent sweating & to help you lift heavy objects easily.', 'OTHER FEATURES OF LAPTOP BAG FOR MEN: The office bag for men / office bag for women has Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment (can carry laptops of size 13, 14, 15.6 & 17 inches), Reflector Logo.']",B085MHDJ93,Amazing Bags,None
https://www.amazon.in/Half-Moon-Resistant-Backpack-Compartment/dp/B0BJ32LQ6X/ref=sr_1_8?crid=2M096C61O4MLT&keywords=bags&qid=1690269930&sprefix=ba%2Caps%2C283&sr=8-8,"['Care Instructions: Hand Wash Only', 'This lightweight and spacious laptop bag with 3 compartments contains a dedicated 360 degree protected laptop compartment (up to 17""), so you can you can transport your tech with peace of mind. A Spacious second compartment for essentials like books and files, and a third compartment for extra items. Also features padded shoulder straps and side pockets for water bottles.', ""Carry your books and belongings with ease with this comfortable and durable bagpack! Featuring wide, padded, and adjustable shoulder straps and a padded back, this backpack can handle even heavy loads. Made with strong yet lightweight polyester fabric and heavy-duty zippers, it's built to last. Plus, it comes with a rain cover, perfect for those rainy school or college days."", 'Make a statement on your next trip with our smart and stylish backpack! With a trendy and athletic design, this multipurpose backpack is the perfect combination of style and adventure. Your trips, travel experience cannot get completed without this amazing trekking backpack.', ""Experience enduring and long-lasting performance with our backpack! Made with highly durable material, this backpack is suitable for all weather conditions, including heavy rains and extreme heat. It not only keeps your belongings safe but also resists damage to itself. So, don't settle for anything less."", 'FEATURES: Rain Cover, upto 17 inch Laptop compartment, Internal Organiser(Small Pockets), Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Ergonomic Design, Reflector Logo, etc']",B0BJ32LQ6X,Amazing Bags,"This backpack is lightweight water-resistant, capacity of approx 37 Ltr, has a soft and ventilated back panel, and is perfect for carrying all your necessities. Adjustable and breathable padded shoulder strap to meet different requirements for both men and women; made from highly rip and water-resistant polyester fabric, provide strengthen and long-lasting performance; roomy enough for your traveling requirements also having a Rain cover."
https://www.amazon.in/Gear-Classic-Leather-Backpack-LBPCLSLTH0201/dp/B07G4F6XFH/ref=sr_1_9?crid=2M096C61O4MLT&keywords=bags&qid=1690269930&sprefix=ba%2Caps%2C283&sr=8-9,"['Care Instructions: Hand Wash Only', 'Outer material: synthetic, color: brown', 'Waterproof', 'Capacity: 20 liters; Weight: 560 grams; Dimensions: 48 cms x 32 cms x 14 cms (LxWxH)', 'Number of compartments: 2', 'Laptop compatibility: yes, laptop size: 16strap type: adjustable', 'Anti theft waterproof bag with anti sweat fabric on back and shoulder straps', 'USB and headphone cable slot', 'External bottle pocket', 'Concealed quick access Pockets on back panel ,Adjustable Anti sweat padded Shoulder straps , Padded Laptop sleeve,2 External Pockets, Padded Back Panel Cushioned with Anti Sweat Fabric,Embedded Organizer , USB and Headphone cable slot .']",B07G4F6XFH,Gear Merchandise PVT LTD,"Gear bags are designed for the quick commute as well for the long journey. these backpacks can be used as laptop bags,adventure bags and so on. Your favorite travel companion, The backpacks come with enough storage space to carry all your requirements."
https://www.amazon.in/American-Tourister-BACKPACK-COMPARTMENT-ORGANIZER/dp/B0BTD4S4XF/ref=sr_1_10?crid=2M096C61O4MLT&keywords=bags&qid=1690269930&sprefix=ba%2Caps%2C283&sr=8-10,"['Care Instructions: Hand Wash Only', 'Well Organized compartment ,Security Back Pocket']",B0BTD4S4XF,EXPERTS,"A backpack isn’t just a bag. It’s a cache, a case, a mobile base of sorts. And it is a reflection of the care you’ve put into selecting the ideal loadout of items to keep on you. Introducing Valex, a modern everyday backpacks collections are available in a variety of nice looking colours to express your true self"
https://www.amazon.in/WALKENT-Anti-Theft-Laptop-College-Serenity/dp/B0C6TD9NLR/ref=sr_1_11_sspa?crid=2M096C61O4MLT&keywords=bags&qid=1690269930&sprefix=ba%2Caps%2C283&sr=8-11-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&psc=1,"['Care Instructions: Wipe with Damp Cloth', 'Waterproof and scratch-resistant polyester outer material to keep belongings dry and safe', 'Cushioned Laptop Compartment & Trolley strap for ease of travel and safe keeping of your Laptop, Tablet etc…', 'External USB port and Cable hole for convenient device charging on-the-go', '23 liters capacity with side bottle pockets and front utility pockets for easy organization of essentials', 'Cushioned shoulder straps and back for comfort during long commutes']",B0C6TD9NLR,Walkent OEM,"TheWALKENT Serenity Laptop Bagis the best premium laptop bag for men and women who are always on-the-go. With a capacity of 23 liters, this stylish and fashionable bag is perfect for office and college use.Featuring:✅Side bottle pockets - You can easily carry your water bottle and stay hydrated throughout the day.✅The bag's cushioned shoulder straps and back provide comfort and support, even during long commutes.✅The bag's outer material is made of waterproof and scratch-resistant polyester, ensuring that your belongings stay dry and safe.✅The Serenity Laptop Backpack also comes with front utility pockets, allowing you to organize your essentials and access them easily.✅The external USB port lets you charge your devices on-the-go.✅Its sleek and stylish front design is sure to turn heads wherever you go.✅The bag also comes with a trolley strap for ease of travel, making it the perfect companion for your business trips.✅The cable hole with the bag ensures that you can listed to music on the go with your device safely tucked inside your bag. Especially useful if you travel a lot✅Inside the bag, there are organizer pockets to keep everything in its place, making it easy to find what you need.The Serenity Laptop Backpack is the perfect laptop bag for men and women who want a stylish and functional bag that can handle their busy lifestyle.Order yours today and experience the ultimate convenience and style in a laptop bag."
https://www.amazon.in/WALKENT-Anti-Theft-Waterproof-Backpack-Caballo/dp/B0C7KPGC2Y/ref=sr_1_12_sspa?crid=2M096C61O4MLT&keywords=bags&qid=1690269930&sprefix=ba%2Caps%2C283&sr=8-12-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&psc=1,"['Care Instructions: Wipe with Damp Cloth', 'WALKENT CABALLO is the perfect combination of style and durability with its high-quality polyester and vegan leather outer material', 'With a large 33-liter capacity, this bag can hold everything you need for work or college, and it weighs only 1100 grams for easy carry', 'The cushioned shoulder straps and front chest strap provide comfort and weight distribution, while the trolley strap allows for easy travel', 'Keep your belongings organized with the separate laptop compartment, organizer pockets, and 180 degree openable design', 'The Walkent Caballo also features an external USB port and an anti-theft security pocket at the back for cards and mobile, making it the best premium laptop backpack for men and women who value functionality and style']",B0C7KPGC2Y,Walkent OEM,"Looking for a durable and stylish laptop backpack that's perfect for office or college use? Look no further thanThe WALKENT CABALLO Laptop Backpack! This premium quality bag is designed to offer you the ultimate in style, functionality, and convenience. Here are some of the key features that make the Walkent Caballo Laptop Backpack the best choice for anyone who wants a high-quality laptop bag:🎒 The Walkent Caballo Laptop Backpack features a high durability Polyester and Vegan Leather outer, ensuring that your bag is not only stylish but also built to last🎒 With a capacity of 33 liters and a weight of only 1100 grams, this backpack is the perfect size for everyday use, with plenty of space to store your laptop, tablet, books, and other essentials🎒 The cushioned shoulder straps and front chest strap offer excellent support and weight distribution, ensuring that you stay comfortable even during extended wear🎒 The cushioned laptop compartment and separate laptop compartment are designed to keep your laptop safe and secure, while the 180 openable design makes it easy to access your belongings🎒 The organizer pockets inside the bag and side bottle pocket keep everything organized and within reach, while the external USB port lets you stay connected on the go🎒 The trolley strap makes it easy to attach the Walkent Caballo Laptop Backpack to your luggage, while the anti-theft security pocket at the back of the bag keeps your cards and mobile safe and secureDon't settle for a boring or low-quality laptop bag.Get the WALKENT CABALLO Laptop Backpack today and experience the best in style, durability, and convenience!"
https://www.amazon.in/Gear-Black-Laptop-Backpack-LBPASPIRE0104/dp/B075MK4TXP/ref=sr_1_13?crid=2M096C61O4MLT&keywords=bags&qid=1690269930&sprefix=ba%2Caps%2C283&sr=8-13,"['Outer Material: Polyester, Color: Black', 'Water Resistance: Water resistant', 'Capacity: 30 liters; Dimensions: 50 cms x 34 cms x 18 cms (LxWxH); Number of compartments: 2', 'Laptop Compatibility: Yes, Laptop Size: 17, Strap Type: Adjustable,', 'Closure Type: Zipper; Pocket Description: Utility Pocket; Special Features: Laptop Compartment; Age Range Description: Adult; Style Name: Traditional Backpacks']",B075MK4TXP,Gear Merchandise PVT LTD,None
https://www.amazon.in/TRUE-HUMAN-Anti-Theft-backpack-charging/dp/B09QJ7ZF2Y/ref=sr_1_14?crid=2M096C61O4MLT&keywords=bags&qid=1690269930&sprefix=ba%2Caps%2C283&sr=8-14,"['Care Instructions: Hand Wash Only', 'Ease of Access-Multi purpose pockets Super sorted stuff It has a vibrant and stylish design, along with the added benefit of spacious interiors.', 'Anti - Theft Pocket-Hidden storage pocket for important documents like passports, tickets, cash while on the go.', 'Integrated Fast charging port-Unique pre-fitted USB port helps you to easily connect your phone or any other device with your power bank. Charging system for smart devices , with free USB (power bank not included )', 'Care Instructions: Wipe with Dry Cloth', 'Superior & Durability: Made of durable and Eco-friendly water resistant oxford textile fabric,which keeps your files and stuffs dry inside. This backpack can hold up to 15.6"" laptop from most brands, but it may not be suitable for all brand 15.6"". Since there maybe exist slight size difference among different laptop brands.']",B09QJ7ZF2Y,None,None
https://www.amazon.in/SAFARI-Ltrs-Casual-Backpack-DAYPACKNEO15CBSEB/dp/B07Q7CNPMV/ref=sr_1_15?crid=2M096C61O4MLT&keywords=bags&qid=1690269930&sprefix=ba%2Caps%2C283&sr=8-15,"['Care Instructions: Hand Wash Only', 'Outer Material: Polyester, Color: Sea Blue', 'Not water resistant. With Rain Cover:No', 'Capacity: 15 liters; Weight: 200 grams; Dimensions: 12 cms x 27 cms x 41 cms (LxWxH)', 'Number of compartments: 2; Laptop Compatibility: No', 'Age Range Description: Kid; Closure Type: Drawstring; Pocket Description: Utility Pocket', 'Drawstring, 2 Compartments, Compact Size']",B07Q7CNPMV,Safari Industries (India) Ltd,"Be it your short trips or your daily travel across the city, daypack has got you covered. With a 15 litre capacity daypack lets you carry your wallet, umbrella, kerchief, keys, earphones, Notepad, pens and other Essentials. The drawstring compartment lets you dump things that you pick up on your way. Compact Size and 2 Compartment."
https://www.amazon.in/NORTH-ZONE-Waterproof-Backpack-Dimensions/dp/B0BS6QQZYN/ref=sr_1_16?crid=2M096C61O4MLT&keywords=bags&qid=1690269930&sprefix=ba%2Caps%2C283&sr=8-16,"['Care Instructions: Machine Wash', 'Sleek, Stylish and Premium: Heavy duty ultra premium bag with exterior dimensions 44x29x15 cms. Made of Durable Polyester Fabric with Double zippers. sturdy durable, scratch resistant.; Multi Utility Bag: It is not only a student backpack, but also can be used as a business/work backpack, travelling, office, computer bag, hiking bag, daily bag and a lot more.', 'Storage Space: There is a separate laptop compartment inside the backpack that can hold upto 15.6 inches laptop. The internal packaging compartment and external pockets can hold daily necessities, keeping your items organized and easier to find.', 'Quick Storage: The front and side zipper pockets of the backpack are convenient for storing tablets, diaries, pens and pencils, smartphones, cards, change, etc. The side pockets of the backpack are convenient for storing compact umbrellas and other small items.']",B0BS6QQZYN,SHABA BAGS,"Care Instructions: Do not expose to extreme heat The Hype 1 Casual Backpack from Northzone Sport features an elegant look and feel. It is a perfect every day carry for speedy city commutes, college or school. Keeping it unique and stylish, this Northzone backpack features a versatile shaded design with the Northzone logo print on the face of the bag. Sturdy, spacious and elegant are the spirit of this backpack. Plenty of Space & Pockets: This college bags for girls and boys features two spacious compartments that can each fit book, iPad, A4 size files, lunch box, light clothes, school supplies & accessories. It also features a zip compartment with multiple organizer pockets for keys, pens, pencils, cell phone, power bank, etc. The twin mesh pockets on each side helps pack in a water bottle and a compact umbrella. Lightweight & Sturdy: This school bags for girls and boys features a multi ventilated 10mm robust mesh padding that provides maximum back support. The straps are breathable, padded and adjustable that helps to relieve the stress on your shoulder. The top of the backpack features a webbing loop top handle that helps in carrying the backpack with ease. External Dimension: Length – 33cm, Width – 21cm, Height – 49cm, Weight – 1,000 grams. Capacity – 34 litres. Laptop Compatibility – yes"
